unique_id,unique_reserve,protection_status,depth,visibility,relief_mean,biotic_reef,,,,,,,,,,,
FP_2016_AU-I_02_SRS_009,Ashmore,open,8.7,7,3.55,100,,,,,,,,,,,
FP_2016_AU-I_02_SRS_033,Ashmore,open,8.8,9,3.5,10,,,,,,,,,,,
FP_2016_AU-I_02_SRN_030,Ashmore,open,9.3,10,3.3158,68,,,,,,,,,,,
FP_2016_AU-I_02_SRS_041,Ashmore,open,9.4,7,3.85,0,,,,,,,,,,,
FP_2016_AU-I_02_SRS_045,Ashmore,open,9.5,10,3.5833,36,,,,,,,,,,,
FP_2016_AU-I_02_SRN_033,Ashmore,open,9.6,10,2.8421,42,,,,,,,,,,,
FP_2016_AU-I_02_SRS_038,Ashmore,open,9.8,9,3.2222,5,,,,,,,,,,,
FP_2016_AU-I_02_SRS_049,Ashmore,open,9.8,10,2.5333,0,,,,,,,,,,,
FP_2016_AU-I_02_SRS_040,Ashmore,open,9.9,10,3.4,30,,,,,,,,,,,
FP_2016_AU-I_02_SRN_041,Ashmore,open,10,10,3.3636,9,,,,,,,,,,,
FP_2016_AU-I_02_SRN_027,Ashmore,open,10.2,9,3.3529,29,,,,,,,,,,,
FP_2016_AU-I_02_SRS_025,Ashmore,open,10.2,10,2.9091,10,,,,,,,,,,,
FP_2016_AU-I_02_SRS_039,Ashmore,open,10.2,10,3.95,30,,,,,,,,,,,
FP_2016_AU-I_02_SRN_039,Ashmore,open,10.3,10,NA,NA,,,,,,,,,,,
FP_2016_AU-I_02_SRS_050,Ashmore,open,10.3,10,3,14,,,,,,,,,,,
FP_2016_AU-I_02_SRN_001,Ashmore,open,10.5,1,3.6,60,,,,,,,,,,,
FP_2016_AU-I_02_SRN_031,Ashmore,open,10.5,10,2.3,0,,,,,,,,,,,
FP_2016_AU-I_02_SRS_024,Ashmore,open,10.5,10,3.8235,100,,,,,,,,,,,
FP_2016_AU-I_02_SRS_029,Ashmore,open,10.5,1,3.4,55,,,,,,,,,,,
FP_2016_AU-I_02_SRN_037,Ashmore,open,10.6,9,3.1333,13,,,,,,,,,,,
FP_2016_AU-I_02_SRS_013,Ashmore,open,10.6,5,3.85,100,,,,,,,,,,,
FP_2016_AU-I_02_SRS_034,Ashmore,open,10.9,10,3.6667,6,,,,,,,,,,,
FP_2016_AU-I_02_SRN_047,Ashmore,open,11.1,10,3.5789,44,,,,,,,,,,,
FP_2016_AU-I_02_SRS_030,Ashmore,open,11.1,7,3,0,,,,,,,,,,,
FP_2016_AU-I_02_SRS_036,Ashmore,open,11.1,9,3.2857,33,,,,,,,,,,,
FP_2016_AU-I_02_SRN_049,Ashmore,open,11.2,1,2.9,5,,,,,,,,,,,
FP_2016_AU-I_02_SRN_040,Ashmore,open,11.3,10,3.2143,7,,,,,,,,,,,
FP_2016_AU-I_02_SRS_007,Ashmore,open,11.3,1,3.75,90,,,,,,,,,,,
FP_2016_AU-I_02_SRN_023,Ashmore,open,11.4,10,3.6,0,,,,,,,,,,,
FP_2016_AU-I_02_SRN_043,Ashmore,open,11.4,10,3.3333,27,,,,,,,,,,,
FP_2016_AU-I_02_SRN_013,Ashmore,open,11.7,1,3.5,25,,,,,,,,,,,
FP_2016_AU-I_02_SRS_031,Ashmore,open,11.7,10,3,12,,,,,,,,,,,
FP_2016_AU-I_02_SRS_037,Ashmore,open,11.8,9,3.1,0,,,,,,,,,,,
FP_2016_AU-I_02_SRS_046,Ashmore,open,12.3,10,3.2,0,,,,,,,,,,,
FP_2016_AU-I_02_SRN_024,Ashmore,open,12.4,10,2.9231,0,,,,,,,,,,,
FP_2016_AU-I_02_SRS_043,Ashmore,open,12.5,10,4.3684,11,,,,,,,,,,,
FP_2016_AU-I_02_SRN_028,Ashmore,open,12.7,10,3.1818,9,,,,,,,,,,,
FP_2016_AU-I_02_SRS_005,Ashmore,open,12.7,10,3.5455,100,,,,,,,,,,,
FP_2016_AU-I_02_SRN_029,Ashmore,open,12.8,9,3.1667,66,,,,,,,,,,,
FP_2016_AU-I_02_SRS_011,Ashmore,open,12.9,10,3.4706,100,,,,,,,,,,,
FP_2016_AU-I_02_SRS_019,Ashmore,open,12.9,10,3.2778,94,,,,,,,,,,,
FP_2016_AU-I_02_SRS_016,Ashmore,open,13.1,10,3,20,,,,,,,,,,,
FP_2016_AU-I_02_SRS_032,Ashmore,open,13.1,10,2.5833,0,,,,,,,,,,,
FP_2016_AU-I_02_SRS_002,Ashmore,open,13.3,9,4.35,84,,,,,,,,,,,
FP_2016_AU-I_02_SRN_009,Ashmore,open,13.4,10,3.8235,18,,,,,,,,,,,
FP_2016_AU-I_02_SRN_019,Ashmore,open,13.7,9,2,0,,,,,,,,,,,
FP_2016_AU-I_02_SRN_011,Ashmore,open,13.8,10,2.9167,50,,,,,,,,,,,
FP_2016_AU-I_02_SRS_006,Ashmore,open,14,10,2.9167,72,,,,,,,,,,,
FP_2016_AU-I_02_SRS_023,Ashmore,open,14.1,10,2.8667,60,,,,,,,,,,,
FP_2016_AU-I_02_SRN_016,Ashmore,open,14.3,10,3.1667,72,,,,,,,,,,,
FP_2016_AU-I_02_SRS_026,Ashmore,open,14.3,1,4.05,40,,,,,,,,,,,
FP_2016_AU-I_02_SRS_004,Ashmore,open,14.4,10,3.5,100,,,,,,,,,,,
FP_2016_AU-I_02_SRS_010,Ashmore,open,14.5,10,3.8947,100,,,,,,,,,,,
FP_2016_AU-I_02_SRS_014,Ashmore,open,14.7,10,3.7647,47,,,,,,,,,,,
FP_2016_AU-I_02_SRN_010,Ashmore,open,14.8,10,3,0,,,,,,,,,,,
FP_2016_AU-I_02_SRN_015,Ashmore,open,14.9,9,3.6316,10,,,,,,,,,,,
FP_2016_AU-I_02_SRN_036,Ashmore,open,14.9,10,3.1176,11,,,,,,,,,,,
FP_2016_AU-I_02_SRN_046,Ashmore,open,14.9,10,NA,NA,,,,,,,,,,,
FP_2016_AU-I_02_SRN_048,Ashmore,open,14.9,7,3,10,,,,,,,,,,,
FP_2016_AU-I_02_SRN_025,Ashmore,open,15.3,10,2.4706,5,,,,,,,,,,,
FP_2016_AU-I_02_SRS_018,Ashmore,open,15.3,7,3.75,95,,,,,,,,,,,
FP_2016_AU-I_02_SRS_001,Ashmore,open,15.4,9,3.7059,68,,,,,,,,,,,
FP_2016_AU-I_02_SRS_022,Ashmore,open,15.4,10,3.9,11,,,,,,,,,,,
FP_2016_AU-I_02_SRS_003,Ashmore,open,15.5,10,3.6923,78,,,,,,,,,,,
FP_2016_AU-I_02_SRS_017,Ashmore,open,15.6,7,3,70,,,,,,,,,,,
FP_2016_AU-I_02_SRN_005,Ashmore,open,15.7,9,3.6667,25,,,,,,,,,,,
FP_2016_AU-I_02_SRN_008,Ashmore,open,15.7,10,3.7895,21,,,,,,,,,,,
FP_2016_AU-I_02_SRN_022,Ashmore,open,15.9,10,NA,NA,,,,,,,,,,,
FP_2016_AU-I_02_SRS_020,Ashmore,open,16,10,3.7692,76,,,,,,,,,,,
FP_2016_AU-I_02_SRN_014,Ashmore,open,16.2,7,4.2,20,,,,,,,,,,,
FP_2016_AU-I_02_SRN_007,Ashmore,open,16.4,10,3.5,0,,,,,,,,,,,
FP_2016_AU-I_02_SRS_012,Ashmore,open,16.4,5,3.95,20,,,,,,,,,,,
FP_2016_AU-I_02_SRS_028,Ashmore,open,16.6,10,3,0,,,,,,,,,,,
FP_2016_AU-I_02_SRN_020,Ashmore,open,16.8,10,2.5294,58,,,,,,,,,,,
FP_2016_AU-I_02_SRN_026,Ashmore,open,16.8,10,3.5333,13,,,,,,,,,,,
FP_2016_AU-I_02_SRS_021,Ashmore,open,17,10,3.5,50,,,,,,,,,,,
FP_2016_AU-I_02_SRS_048,Ashmore,open,17.7,10,3.3333,10,,,,,,,,,,,
FP_2016_AU-I_02_SRN_002,Ashmore,open,17.9,7,4.25,5,,,,,,,,,,,
FP_2016_AU-I_02_SRN_006,Ashmore,open,18,10,3.9474,21,,,,,,,,,,,
FP_2016_AU-I_02_SRN_003,Ashmore,open,18.2,10,4.2778,5,,,,,,,,,,,
FP_2016_AU-I_02_SRN_017,Ashmore,open,18.8,10,2.7333,21,,,,,,,,,,,
FP_2016_AU-I_02_SRN_018,Ashmore,open,18.9,9,3.125,25,,,,,,,,,,,
FP_2016_AU-I_02_SRN_004,Ashmore,open,19.5,10,3.6154,100,,,,,,,,,,,
HE_2013_AU-P_01_LHBS_022,Balls Pyramid,closed,27,10,3,57,,,,,,,,,,,
HE_2013_AU-P_01_LHBS_011,Balls Pyramid,closed,29.1,10,2.5833,49,,,,,,,,,,,
HE_2013_AU-P_01_LHBS_009,Balls Pyramid,closed,32.1,10,2.3333,81,,,,,,,,,,,
HE_2013_AU-P_01_LHBS_019,Balls Pyramid,closed,33,10,2,10,,,,,,,,,,,
HE_2013_AU-P_01_LHBS_018,Balls Pyramid,closed,34.4,10,1.8,12,,,,,,,,,,,
HE_2013_AU-P_01_LHBS_021,Balls Pyramid,closed,36,10,2.3,30,,,,,,,,,,,
HE_2013_AU-P_01_LHBS_015,Balls Pyramid,closed,36.4,10,0.9231,0,,,,,,,,,,,
HE_2013_AU-P_01_LHBS_010,Balls Pyramid,closed,36.6,10,3.1053,0,,,,,,,,,,,
HE_2013_AU-P_01_LHBS_013,Balls Pyramid,closed,37.4,10,2.0909,32,,,,,,,,,,,
HE_2013_AU-P_01_LHBS_016,Balls Pyramid,closed,38.5,10,2.2,0,,,,,,,,,,,
HE_2013_AU-P_01_LHBS_017,Balls Pyramid,closed,38.5,10,0.6667,0,,,,,,,,,,,
HE_2013_AU-P_01_LHBS_012,Balls Pyramid,closed,38.6,10,2.5333,25,,,,,,,,,,,
HE_2013_AU-P_01_LHBS_014,Balls Pyramid,closed,38.6,10,0.6842,0,,,,,,,,,,,
HE_2013_AU-P_01_LHBS_020,Balls Pyramid,closed,39.7,10,0.5714,0,,,,,,,,,,,
HE_2013_AU-P_01_LHBP_007,Balls Pyramid,open,28.6,10,1.625,0,,,,,,,,,,,
HE_2013_AU-P_01_LHBP_003,Balls Pyramid,open,28.9,10,2.8333,80,,,,,,,,,,,
HE_2013_AU-P_01_LHBP_026,Balls Pyramid,open,30,10,1.6667,13,,,,,,,,,,,
HE_2013_AU-P_01_LHBP_004,Balls Pyramid,open,31.2,10,2.3,35,,,,,,,,,,,
HE_2013_AU-P_01_LHBP_005,Balls Pyramid,open,31.4,10,1.5833,16,,,,,,,,,,,
HE_2013_AU-P_01_LHBP_025,Balls Pyramid,open,31.6,10,2.4615,49,,,,,,,,,,,
HE_2013_AU-P_01_LHBP_006,Balls Pyramid,open,31.8,10,2,52,,,,,,,,,,,
HE_2013_AU-P_01_LHBP_002,Balls Pyramid,open,32.6,10,2.4667,33,,,,,,,,,,,
HE_2013_AU-P_01_LHBP_008,Balls Pyramid,open,32.9,10,1,0,,,,,,,,,,,
HE_2013_AU-P_01_LHBP_001,Balls Pyramid,open,33.7,10,0.4667,6,,,,,,,,,,,
HE_2013_AU-P_01_LHBP_023,Balls Pyramid,open,36,10,2.2,79,,,,,,,,,,,
HE_2013_AU-P_01_LHBP_024,Balls Pyramid,open,37,10,0.5,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_045,Bazaruto,closed,4.2,10,1.75,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_047,Bazaruto,closed,4.3,10,1.8571,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_046,Bazaruto,closed,5.1,10,2,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_058,Bazaruto,closed,5.7,10,1,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_048,Bazaruto,closed,5.8,10,1.9333,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_049,Bazaruto,closed,5.8,9,3.35,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_050,Bazaruto,closed,5.9,10,1,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_057,Bazaruto,closed,7,10,2,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_072,Bazaruto,closed,7,10,2.4667,86,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_041,Bazaruto,closed,8.7,10,1.0667,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_059,Bazaruto,closed,8.7,10,1.8,40,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_038,Bazaruto,closed,8.9,10,1.2,40,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_039,Bazaruto,closed,9,10,0.5,6,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_037,Bazaruto,closed,9.1,10,3,22,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_056,Bazaruto,closed,9.2,10,0.9333,20,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_044,Bazaruto,closed,9.4,10,2.5294,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_055,Bazaruto,closed,9.8,10,1.6,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_067,Bazaruto,closed,9.8,10,2.1,27,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_060,Bazaruto,closed,10.1,10,2.1176,11,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_040,Bazaruto,closed,11.4,10,1.4615,7,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_076,Bazaruto,closed,11.5,10,1.8235,88,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_069,Bazaruto,closed,11.8,9,3.25,76,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_042,Bazaruto,closed,12.2,10,3.4,85,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_071,Bazaruto,closed,12.8,10,1.85,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_073,Bazaruto,closed,12.9,10,2.8,54,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_074,Bazaruto,closed,13,10,1,100,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_075,Bazaruto,closed,13.2,10,1.2727,9,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_054,Bazaruto,closed,13.7,10,2.4,30,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_068,Bazaruto,closed,14.1,10,1.8,20,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_077,Bazaruto,closed,14.1,10,1.4,13,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_053,Bazaruto,closed,14.6,10,0,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_078,Bazaruto,closed,15,10,1.0833,9,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_070,Bazaruto,closed,15.2,10,1.8,6,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_063,Bazaruto,closed,15.3,10,0.6667,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_043,Bazaruto,closed,15.7,10,3.1111,27,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_051,Bazaruto,closed,21,10,0,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_064,Bazaruto,closed,24.6,10,0,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_052,Bazaruto,closed,25,10,0,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_062,Bazaruto,closed,27.9,10,0,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_061,Bazaruto,closed,30.8,10,0,0,,,,,,,,,,,
FP_2016_MZ_01_CMBAZ_065,Bazaruto,closed,35.7,10,0,0,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_082,Bazaruto,open,2.5,10,2.75,100,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_084,Bazaruto,open,3.9,7,2.6,75,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_009,Bazaruto,open,4.2,9,2.5,46,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_010,Bazaruto,open,4.2,10,3.1429,99,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_008,Bazaruto,open,5.2,10,2.8,100,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_081,Bazaruto,open,5.8,10,2,25,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_083,Bazaruto,open,6.2,10,1.9091,36,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_079,Bazaruto,open,7.8,10,1.3333,0,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_017,Bazaruto,open,8.1,10,1.5333,46,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_018,Bazaruto,open,8.2,7,2.5,0,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_080,Bazaruto,open,9.7,10,2.3125,0,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_014,Bazaruto,open,10.5,10,2,80,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_011,Bazaruto,open,10.8,10,2.1333,0,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_012,Bazaruto,open,11.6,10,1.8462,69,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_030,Bazaruto,open,12.8,10,0,0,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_015,Bazaruto,open,13.7,10,3.2632,94,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_029,Bazaruto,open,13.9,10,0.1,0,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_016,Bazaruto,open,14.2,10,2.2727,60,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_013,Bazaruto,open,17.1,NA,NA,NA,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_027,Bazaruto,open,18,10,3.6667,100,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_028,Bazaruto,open,20,10,1.9231,15,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_175,Bazaruto,open,20,7,0,0,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_025,Bazaruto,open,21.3,10,0,0,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_026,Bazaruto,open,22.8,10,0,0,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_174,Bazaruto,open,26.6,10,0,0,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_173,Bazaruto,open,33.1,10,0,0,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_170,Bazaruto,open,33.5,10,1.3,20,,,,,,,,,,,
FP_2016_MZ_01_CMTMR_172,Bazaruto,open,39.5,10,0.5,0,,,,,,,,,,,
FP_2017_JM_01_PBP_037,Bird Cay,closed,6.25,7,2.7857,30,,,,,,,,,,,
FP_2017_JM_01_PBP_037,Bird Cay,closed,6.25,7,2.7857,30,,,,,,,,,,,
FP_2017_JM_01_PBP_037,Bird Cay,closed,6.25,7,2.7857,30,,,,,,,,,,,
FP_2017_JM_01_PBP_037,Bird Cay,closed,6.25,7,2.7857,30,,,,,,,,,,,
FP_2017_JM_01_PBP_037,Bird Cay,closed,6.25,7,2.7857,30,,,,,,,,,,,
FP_2017_JM_01_PBP_037,Bird Cay,closed,6.25,7,2.7857,30,,,,,,,,,,,
FP_2017_JM_01_PBP_037,Bird Cay,closed,6.25,7,2.7857,30,,,,,,,,,,,
FP_2017_JM_01_PBP_037,Bird Cay,closed,6.25,7,2.7857,30,,,,,,,,,,,
FP_2017_JM_01_PBP_037,Bird Cay,closed,6.25,7,2.7857,30,,,,,,,,,,,
FP_2017_JM_01_PBP_038,Bird Cay,closed,7.32,7,2.5,60,,,,,,,,,,,
FP_2017_JM_01_PBP_038,Bird Cay,closed,7.32,7,2.5,60,,,,,,,,,,,
FP_2017_JM_01_PBP_038,Bird Cay,closed,7.32,7,2.5,60,,,,,,,,,,,
FP_2017_JM_01_PBP_038,Bird Cay,closed,7.32,7,2.5,60,,,,,,,,,,,
FP_2017_JM_01_PBP_008,Bird Cay,closed,7.77,7,3.8,80,,,,,,,,,,,
FP_2017_JM_01_PBP_042,Bird Cay,closed,7.86,7,4,71,,,,,,,,,,,
FP_2017_JM_01_PBP_017,Bird Cay,closed,9.14,9,3,30,,,,,,,,,,,
FP_2017_JM_01_PBP_039,Bird Cay,closed,10.27,9,3.1,80,,,,,,,,,,,
FP_2017_JM_01_PBP_027,Bird Cay,closed,10.49,9,2.7,10,,,,,,,,,,,
FP_2017_JM_01_PBP_027,Bird Cay,closed,10.49,9,2.7,10,,,,,,,,,,,
FP_2017_JM_01_PBP_027,Bird Cay,closed,10.49,9,2.7,10,,,,,,,,,,,
FP_2017_JM_01_PBP_027,Bird Cay,closed,10.49,9,2.7,10,,,,,,,,,,,
FP_2017_JM_01_PBP_019,Bird Cay,closed,11.28,9,2.9,30,,,,,,,,,,,
FP_2017_JM_01_PBP_003,Bird Cay,closed,12.19,9,3.4167,80,,,,,,,,,,,
FP_2017_JM_01_PBP_026,Bird Cay,closed,12.31,7,3.8333,60,,,,,,,,,,,
FP_2017_JM_01_PBP_024,Bird Cay,closed,12.8,9,3.7,90,,,,,,,,,,,
FP_2017_JM_01_PBP_024,Bird Cay,closed,12.8,9,3.7,90,,,,,,,,,,,
FP_2017_JM_01_PBP_024,Bird Cay,closed,12.8,9,3.7,90,,,,,,,,,,,
FP_2017_JM_01_PBP_024,Bird Cay,closed,12.8,9,3.7,90,,,,,,,,,,,
FP_2017_JM_01_PBP_002,Bird Cay,closed,12.98,9,3.6667,91,,,,,,,,,,,
FP_2017_JM_01_PBP_040,Bird Cay,closed,12.98,9,2.8,80,,,,,,,,,,,
FP_2017_JM_01_PBP_040,Bird Cay,closed,12.98,9,2.8,80,,,,,,,,,,,
FP_2017_JM_01_PBP_040,Bird Cay,closed,12.98,9,2.8,80,,,,,,,,,,,
FP_2017_JM_01_PBP_040,Bird Cay,closed,12.98,9,2.8,80,,,,,,,,,,,
FP_2017_JM_01_PBP_020,Bird Cay,closed,13.41,9,2.4,30,,,,,,,,,,,
FP_2017_JM_01_PBP_020,Bird Cay,closed,13.41,9,2.4,30,,,,,,,,,,,
FP_2017_JM_01_PBP_020,Bird Cay,closed,13.41,9,2.4,30,,,,,,,,,,,
FP_2017_JM_01_PBP_020,Bird Cay,closed,13.41,9,2.4,30,,,,,,,,,,,
FP_2017_JM_01_PBP_025,Bird Cay,closed,13.93,9,3.3,0,,,,,,,,,,,
FP_2017_JM_01_PBP_025,Bird Cay,closed,13.93,9,3.3,0,,,,,,,,,,,
FP_2017_JM_01_PBP_025,Bird Cay,closed,13.93,9,3.3,0,,,,,,,,,,,
FP_2017_JM_01_PBP_025,Bird Cay,closed,13.93,9,3.3,0,,,,,,,,,,,
FP_2017_JM_01_PBP_006,Bird Cay,closed,15.54,9,2.7,50,,,,,,,,,,,
FP_2017_JM_01_PBP_007,Bird Cay,closed,15.61,9,4,100,,,,,,,,,,,
FP_2017_JM_01_PBP_016,Bird Cay,closed,16.76,7,3.9,90,,,,,,,,,,,
FP_2017_JM_01_PBP_029,Bird Cay,open,0,7,4,100,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_041,Bird Cay,open,7.28,7,2.4667,46,,,,,,,,,,,
FP_2017_JM_01_PBP_030,Bird Cay,open,8.14,9,3.6,100,,,,,,,,,,,
FP_2017_JM_01_PBP_028,Bird Cay,open,8.84,7,2.5,0,,,,,,,,,,,
FP_2017_JM_01_PBP_050,Bird Cay,open,9.75,9,3.75,93,,,,,,,,,,,
FP_2017_JM_01_PBP_031,Bird Cay,open,10.06,9,3.4,100,,,,,,,,,,,
FP_2017_JM_01_PBP_044,Bird Cay,open,10.58,9,4,100,,,,,,,,,,,
FP_2017_JM_01_PBP_044,Bird Cay,open,10.58,9,4,100,,,,,,,,,,,
FP_2017_JM_01_PBP_044,Bird Cay,open,10.58,9,4,100,,,,,,,,,,,
FP_2017_JM_01_PBP_044,Bird Cay,open,10.58,9,4,100,,,,,,,,,,,
FP_2017_JM_01_PBP_018,Bird Cay,open,10.67,7,2,100,,,,,,,,,,,
FP_2017_JM_01_PBP_033,Bird Cay,open,10.73,9,2,0,,,,,,,,,,,
FP_2017_JM_01_PBP_043,Bird Cay,open,11.09,9,4,100,,,,,,,,,,,
FP_2017_JM_01_PBP_032,Bird Cay,open,11.64,9,3.2,10,,,,,,,,,,,
FP_2017_JM_01_PBP_021,Bird Cay,open,11.89,9,4,99,,,,,,,,,,,
FP_2017_JM_01_PBP_004,Bird Cay,open,12.04,9,3,100,,,,,,,,,,,
FP_2017_JM_01_PBP_034,Bird Cay,open,12.04,9,1.4,0,,,,,,,,,,,
FP_2017_JM_01_PBP_009,Bird Cay,open,12.5,9,4,100,,,,,,,,,,,
FP_2017_JM_01_PBP_035,Bird Cay,open,12.59,7,1.7,0,,,,,,,,,,,
FP_2017_JM_01_PBP_036,Bird Cay,open,12.68,7,2.1,0,,,,,,,,,,,
FP_2017_JM_01_PBP_022,Bird Cay,open,12.8,7,3.5,40,,,,,,,,,,,
FP_2017_JM_01_PBP_049,Bird Cay,open,12.8,7,1.9286,30,,,,,,,,,,,
FP_2017_JM_01_PBP_010,Bird Cay,open,13.41,9,3.8,90,,,,,,,,,,,
FP_2017_JM_01_PBP_011,Bird Cay,open,13.72,7,4,100,,,,,,,,,,,
FP_2017_JM_01_PBP_001,Bird Cay,open,13.87,9,3.25,41,,,,,,,,,,,
FP_2017_JM_01_PBP_001,Bird Cay,open,13.87,9,3.25,41,,,,,,,,,,,
FP_2017_JM_01_PBP_001,Bird Cay,open,13.87,9,3.25,41,,,,,,,,,,,
FP_2017_JM_01_PBP_001,Bird Cay,open,13.87,9,3.25,41,,,,,,,,,,,
FP_2017_JM_01_PBP_023,Bird Cay,open,14.02,9,3.9091,40,,,,,,,,,,,
FP_2017_JM_01_PBP_045,Bird Cay,open,14.51,7,3.9,100,,,,,,,,,,,
FP_2017_JM_01_PBP_045,Bird Cay,open,14.51,7,3.9,100,,,,,,,,,,,
FP_2017_JM_01_PBP_045,Bird Cay,open,14.51,7,3.9,100,,,,,,,,,,,
FP_2017_JM_01_PBP_045,Bird Cay,open,14.51,7,3.9,100,,,,,,,,,,,
FP_2017_JM_01_PBP_012,Bird Cay,open,14.63,9,3.8,92,,,,,,,,,,,
FP_2017_JM_01_PBP_015,Bird Cay,open,14.94,9,2.8,50,,,,,,,,,,,
FP_2017_JM_01_PBP_013,Bird Cay,open,15.54,9,4,100,,,,,,,,,,,
