unique_id,unique_reserve,protection_status,depth,visibility,relief_mean,biotic_reef,,,,,,,,,,,
FP_2016_ZA_01_SL_iSS_111,iSimangaliso,closed,25.4,10,3,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSS_115,iSimangaliso,closed,25.4,9,3.7778,11,,,,,,,,,,,
FP_2016_ZA_01_SL_iSS_058,iSimangaliso,closed,26.1,10,3,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSS_110,iSimangaliso,closed,26.8,7,2,11,,,,,,,,,,,
FP_2016_ZA_01_SL_iSS_112,iSimangaliso,closed,27.3,10,3,22,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_019,iSimangaliso,closed,28,9,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSS_104,iSimangaliso,closed,28.1,10,3.8571,28,,,,,,,,,,,
FP_2016_ZA_01_SL_iSS_050,iSimangaliso,closed,29,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_024,iSimangaliso,closed,30,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSS_072,iSimangaliso,closed,32.9,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSS_066,iSimangaliso,closed,33.8,10,3.5455,72,,,,,,,,,,,
FP_2016_ZA_01_SL_iSS_065,iSimangaliso,closed,33.9,10,1.4444,11,,,,,,,,,,,
FP_2016_ZA_01_SL_iSS_060,iSimangaliso,closed,34.6,10,1,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSS_062,iSimangaliso,closed,35.4,10,0.4,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_040,iSimangaliso,open,6,9,3,83,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_048,iSimangaliso,open,8.3,10,3.8667,14,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_081,iSimangaliso,open,8.6,7,3.2727,83,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_087,iSimangaliso,open,9,7,4.125,43,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_086,iSimangaliso,open,10.2,10,2.5,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_045,iSimangaliso,open,11,10,3,100,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_097,iSimangaliso,open,11.8,10,4.4286,71,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_046,iSimangaliso,open,11.9,10,2,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_082,iSimangaliso,open,11.9,9,2,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_047,iSimangaliso,open,12,10,3.25,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_085,iSimangaliso,open,12.4,9,3,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_043,iSimangaliso,open,13,10,4.0625,62,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_080,iSimangaliso,open,13.4,7,3.4737,31,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_079,iSimangaliso,open,13.6,7,4,100,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_101,iSimangaliso,open,13.8,7,4.1667,33,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_044,iSimangaliso,open,14,10,3.1,50,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_098,iSimangaliso,open,14,7,4.2857,49,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_077,iSimangaliso,open,14.4,7,4,44,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_049,iSimangaliso,open,14.6,10,3.2353,5,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_075,iSimangaliso,open,14.8,10,2.625,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_089,iSimangaliso,open,15,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_078,iSimangaliso,open,15.2,9,2.75,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_010,iSimangaliso,open,16,7,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_096,iSimangaliso,open,16,10,4,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_074,iSimangaliso,open,16.1,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_012,iSimangaliso,open,16.4,10,4,100,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_088,iSimangaliso,open,17.2,9,4,10,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_084,iSimangaliso,open,17.4,10,3.0588,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_041,iSimangaliso,open,17.5,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_083,iSimangaliso,open,18.1,7,4.1111,44,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_001,iSimangaliso,open,18.4,7,2.7647,11,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_002,iSimangaliso,open,18.5,7,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_006,iSimangaliso,open,18.8,7,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_100,iSimangaliso,open,18.9,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_005,iSimangaliso,open,20.4,7,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_011,iSimangaliso,open,21.2,7,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_099,iSimangaliso,open,21.8,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_090,iSimangaliso,open,23.5,10,3.125,12,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_095,iSimangaliso,open,26.3,10,3.4,40,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_092,iSimangaliso,open,28.9,10,1.9091,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_008,iSimangaliso,open,29.3,9,2.9,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_003,iSimangaliso,open,29.7,9,1.5,74,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_042,iSimangaliso,open,30,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_091,iSimangaliso,open,30.3,10,2.2667,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_009,iSimangaliso,open,31.3,10,2,100,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_094,iSimangaliso,open,31.3,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_007,iSimangaliso,open,31.7,9,0.6,50,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_093,iSimangaliso,open,37.5,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_004,iSimangaliso,open,37.6,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_038,iSimangaliso,open,45.8,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_032,iSimangaliso,open,51.9,10,1,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_028,iSimangaliso,open,59.2,9,0.4,20,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_029,iSimangaliso,open,60,10,2,90,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_033,iSimangaliso,open,65.4,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_034,iSimangaliso,open,68.4,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_037,iSimangaliso,open,69.7,10,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_025,iSimangaliso,open,78.7,5,2,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_030,iSimangaliso,open,81,10,2,80,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_039,iSimangaliso,open,86.5,10,0.6,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_117,iSimangaliso,open,87,NA,NA,NA,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_026,iSimangaliso,open,87.6,7,0.3333,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_118,iSimangaliso,open,98.2,10,1.75,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_116,iSimangaliso,open,98.5,10,0.9286,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_035,iSimangaliso,open,116.8,7,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_027,iSimangaliso,open,120.1,7,0,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_031,iSimangaliso,open,140,7,1,0,,,,,,,,,,,
FP_2016_ZA_01_SL_iSN_036,iSimangaliso,open,142.7,7,0.8889,0,,,,,,,,,,,
FP_2018_CU_01_RR_038,Jardines de la Reina,closed,18.9,10,3.8125,66,,,,,,,,,,,
FP_2018_CU_01_RR_033,Jardines de la Reina,closed,19.5,9,4.1667,50,,,,,,,,,,,
FP_2018_CU_01_RR_039,Jardines de la Reina,closed,20.9,10,4,85,,,,,,,,,,,
FP_2018_CU_01_RR_051,Jardines de la Reina,closed,21.2,7,3.7222,56,,,,,,,,,,,
FP_2018_CU_01_RR_055,Jardines de la Reina,closed,21.5,9,4,45,,,,,,,,,,,
FP_2018_CU_01_RR_071,Jardines de la Reina,closed,21.6,10,3.3333,91,,,,,,,,,,,
FP_2018_CU_01_RR_058,Jardines de la Reina,closed,21.9,10,3.1,27,,,,,,,,,,,
FP_2018_CU_01_RR_052,Jardines de la Reina,closed,22,9,4,100,,,,,,,,,,,
FP_2018_CU_01_RR_070,Jardines de la Reina,closed,22.2,9,4,70,,,,,,,,,,,
FP_2018_CU_01_RR_028,Jardines de la Reina,closed,22.3,9,4,100,,,,,,,,,,,
FP_2018_CU_01_RR_057,Jardines de la Reina,closed,22.3,9,1.1333,20,,,,,,,,,,,
FP_2018_CU_01_RR_054,Jardines de la Reina,closed,22.4,7,4,50,,,,,,,,,,,
FP_2018_CU_01_RR_029,Jardines de la Reina,closed,22.5,9,1.1429,0,,,,,,,,,,,
FP_2018_CU_01_RR_002,Jardines de la Reina,closed,22.9,9,0.0667,0,,,,,,,,,,,
FP_2018_CU_01_RR_074,Jardines de la Reina,closed,22.9,7,2.15,22,,,,,,,,,,,
FP_2018_CU_01_RR_040,Jardines de la Reina,closed,23,9,4,87,,,,,,,,,,,
FP_2018_CU_01_RR_072,Jardines de la Reina,closed,23.1,10,2,100,,,,,,,,,,,
FP_2018_CU_01_RR_048,Jardines de la Reina,closed,23.3,9,3.6111,74,,,,,,,,,,,
FP_2018_CU_01_RR_037,Jardines de la Reina,closed,23.6,10,3.8333,78,,,,,,,,,,,
FP_2018_CU_01_RR_043,Jardines de la Reina,closed,23.7,9,4.0667,59,,,,,,,,,,,
FP_2018_CU_01_RR_073,Jardines de la Reina,closed,23.8,10,3.7778,81,,,,,,,,,,,
FP_2018_CU_01_RR_014,Jardines de la Reina,closed,23.9,9,0,0,,,,,,,,,,,
FP_2018_CU_01_RR_007,Jardines de la Reina,closed,24,9,2.5556,29,,,,,,,,,,,
FP_2018_CU_01_RR_015,Jardines de la Reina,closed,24.5,9,0,0,,,,,,,,,,,
FP_2018_CU_01_RR_008,Jardines de la Reina,closed,24.6,9,4,80,,,,,,,,,,,
FP_2018_CU_01_RR_034,Jardines de la Reina,closed,24.6,9,4.2308,91,,,,,,,,,,,
FP_2018_CU_01_RR_017,Jardines de la Reina,closed,24.7,10,1.1333,21,,,,,,,,,,,
FP_2018_CU_01_RR_016,Jardines de la Reina,closed,24.8,9,1.4667,14,,,,,,,,,,,
FP_2018_CU_01_RR_032,Jardines de la Reina,closed,25.3,7,0.6667,0,,,,,,,,,,,
FP_2018_CU_01_RR_053,Jardines de la Reina,closed,25.3,7,1.2105,0,,,,,,,,,,,
FP_2018_CU_01_RR_046,Jardines de la Reina,closed,25.5,9,1.8947,36,,,,,,,,,,,
FP_2018_CU_01_RR_011,Jardines de la Reina,closed,25.6,9,0.1333,0,,,,,,,,,,,
FP_2018_CU_01_RR_022,Jardines de la Reina,closed,26,1,4,6,,,,,,,,,,,
FP_2018_CU_01_RR_059,Jardines de la Reina,closed,26,9,1.55,0,,,,,,,,,,,
FP_2018_CU_01_RR_019,Jardines de la Reina,closed,26.2,10,4,89,,,,,,,,,,,
FP_2018_CU_01_RR_024,Jardines de la Reina,closed,26.2,7,4,5,,,,,,,,,,,
FP_2018_CU_01_RR_047,Jardines de la Reina,closed,26.2,7,3.5455,71,,,,,,,,,,,
FP_2018_CU_01_RR_021,Jardines de la Reina,closed,26.8,7,4,83,,,,,,,,,,,
FP_2018_CU_01_RR_004,Jardines de la Reina,closed,27.1,7,3.5714,21,,,,,,,,,,,
FP_2018_CU_01_RR_012,Jardines de la Reina,closed,27.6,9,0,0,,,,,,,,,,,
FP_2018_CU_01_RR_026,Jardines de la Reina,closed,27.6,7,1.8,0,,,,,,,,,,,
FP_2018_CU_01_RR_010,Jardines de la Reina,closed,27.8,7,0,0,,,,,,,,,,,
FP_2018_CU_01_RR_013,Jardines de la Reina,closed,28.2,9,4.125,87,,,,,,,,,,,
FP_2018_CU_01_RR_045,Jardines de la Reina,closed,28.4,9,4.1111,74,,,,,,,,,,,
FP_2018_CU_01_RR_001,Jardines de la Reina,closed,28.7,9,4.4118,0,,,,,,,,,,,
FP_2018_CU_01_RR_005,Jardines de la Reina,closed,29.7,9,0.4444,0,,,,,,,,,,,
FP_2018_CU_01_RR_023,Jardines de la Reina,closed,31,9,4.1667,60,,,,,,,,,,,
FP_2018_CU_01_RR_025,Jardines de la Reina,closed,31,9,4,28,,,,,,,,,,,
FP_2018_CU_01_RR_050,Jardines de la Reina,closed,33,9,3.2,0,,,,,,,,,,,
FP_2018_CU_01_RR_069,Jardines de la Reina,open,20.2,9,4.125,92,,,,,,,,,,,
FP_2018_CU_01_RR_067,Jardines de la Reina,open,20.4,7,2.875,100,,,,,,,,,,,
FP_2018_CU_01_RR_063,Jardines de la Reina,open,21.3,9,4,77,,,,,,,,,,,
FP_2018_CU_01_RR_065,Jardines de la Reina,open,22.4,7,2.0526,5,,,,,,,,,,,
FP_2018_CU_01_RR_068,Jardines de la Reina,open,22.5,10,3.1818,99,,,,,,,,,,,
FP_2018_CU_01_RR_060,Jardines de la Reina,open,22.7,9,0,0,,,,,,,,,,,
FP_2018_CU_01_RR_061,Jardines de la Reina,open,22.7,7,3.7692,30,,,,,,,,,,,
FP_2018_CU_01_RR_064,Jardines de la Reina,open,25.3,9,3.8571,50,,,,,,,,,,,
FP_2018_CU_01_RR_066,Jardines de la Reina,open,25.7,9,3.875,10,,,,,,,,,,,
FP_2018_CU_01_RR_062,Jardines de la Reina,open,28.1,10,0,0,,,,,,,,,,,
FP_2016_ID_01_KOPA_005,Kapoposang 1,closed,11,7,2,60,,,,,,,,,,,
FP_2016_ID_01_KOPA_003,Kapoposang 1,closed,20.3,9,2.625,50,,,,,,,,,,,
FP_2016_ID_01_KOPA_002,Kapoposang 1,closed,22.8,10,2,12,,,,,,,,,,,
FP_2016_ID_01_KOPA_001,Kapoposang 1,closed,25,10,2.4286,30,,,,,,,,,,,
FP_2016_ID_01_KOPA_006,Kapoposang 1,closed,33.3,7,0,0,,,,,,,,,,,
FP_2016_ID_01_KOO_039,Kapoposang 1,open,6.9,7,1.85,20,,,,,,,,,,,
FP_2016_ID_01_KOO_056,Kapoposang 1,open,6.9,10,2,30,,,,,,,,,,,
FP_2016_ID_01_KOO_049,Kapoposang 1,open,7.4,7,0,0,,,,,,,,,,,
FP_2016_ID_01_KOO_057,Kapoposang 1,open,7.5,10,1.7,50,,,,,,,,,,,
FP_2016_ID_01_KOO_071,Kapoposang 1,open,7.5,9,1.1667,41,,,,,,,,,,,
FP_2016_ID_01_KOO_048,Kapoposang 1,open,7.6,9,2,9,,,,,,,,,,,
FP_2016_ID_01_KOO_085,Kapoposang 1,open,7.7,5,3.0556,27,,,,,,,,,,,
FP_2016_ID_01_KOO_041,Kapoposang 1,open,8.5,10,1.9412,43,,,,,,,,,,,
FP_2016_ID_01_KOO_060,Kapoposang 1,open,9.1,9,1.3333,46,,,,,,,,,,,
FP_2016_ID_01_KOO_067,Kapoposang 1,open,9.4,10,1.8824,22,,,,,,,,,,,
FP_2016_ID_01_KOO_068,Kapoposang 1,open,9.4,10,2,10,,,,,,,,,,,
FP_2016_ID_01_KOO_055,Kapoposang 1,open,9.9,10,1.7778,88,,,,,,,,,,,
FP_2016_ID_01_KOO_050,Kapoposang 1,open,10.4,7,0.5,10,,,,,,,,,,,
FP_2016_ID_01_KOO_058,Kapoposang 1,open,10.4,10,1.8667,33,,,,,,,,,,,
FP_2016_ID_01_KOO_052,Kapoposang 1,open,11.2,7,2.55,35,,,,,,,,,,,
FP_2016_ID_01_KOO_061,Kapoposang 1,open,11.4,10,1.7857,64,,,,,,,,,,,
FP_2016_ID_01_KOO_063,Kapoposang 1,open,11.7,9,0.5,9,,,,,,,,,,,
FP_2016_ID_01_KOO_040,Kapoposang 1,open,11.8,10,2.35,25,,,,,,,,,,,
FP_2016_ID_01_KOO_059,Kapoposang 1,open,11.9,10,1.3,30,,,,,,,,,,,
FP_2016_ID_01_KOO_043,Kapoposang 1,open,12.1,10,2.1,100,,,,,,,,,,,
FP_2016_ID_01_KOO_069,Kapoposang 1,open,12.3,10,1.8235,30,,,,,,,,,,,
FP_2016_ID_01_KOO_070,Kapoposang 1,open,12.3,9,1.7273,27,,,,,,,,,,,
FP_2016_ID_01_KOO_078,Kapoposang 1,open,12.4,9,0,0,,,,,,,,,,,
FP_2016_ID_01_KOO_076,Kapoposang 1,open,14.2,7,0.5385,0,,,,,,,,,,,
FP_2016_ID_01_KOO_080,Kapoposang 1,open,14.2,7,0,0,,,,,,,,,,,
FP_2016_ID_01_KOO_086,Kapoposang 1,open,14.4,9,0.6154,9,,,,,,,,,,,
FP_2016_ID_01_KOO_081,Kapoposang 1,open,14.5,9,1,26,,,,,,,,,,,
FP_2016_ID_01_KOO_046,Kapoposang 1,open,14.8,9,2.3571,45,,,,,,,,,,,
FP_2016_ID_01_KOO_083,Kapoposang 1,open,14.9,9,1.75,37,,,,,,,,,,,
FP_2016_ID_01_KOO_064,Kapoposang 1,open,15.1,9,2.2222,11,,,,,,,,,,,
FP_2016_ID_01_KOO_044,Kapoposang 1,open,15.3,10,2,92,,,,,,,,,,,
FP_2016_ID_01_KOO_082,Kapoposang 1,open,15.3,10,1.5714,35,,,,,,,,,,,
FP_2016_ID_01_KOO_066,Kapoposang 1,open,15.4,10,2.1667,45,,,,,,,,,,,
FP_2016_ID_01_KOO_045,Kapoposang 1,open,15.6,10,2.6923,7,,,,,,,,,,,
FP_2016_ID_01_KOO_094,Kapoposang 1,open,15.9,7,0,0,,,,,,,,,,,
FP_2016_ID_01_KOO_093,Kapoposang 1,open,16,9,1.5625,14,,,,,,,,,,,
FP_2016_ID_01_KOO_077,Kapoposang 1,open,16.1,9,1.2308,23,,,,,,,,,,,
FP_2016_ID_01_KOO_084,Kapoposang 1,open,16.4,7,0,0,,,,,,,,,,,
FP_2016_ID_01_KOO_079,Kapoposang 1,open,18.7,9,1.1333,33,,,,,,,,,,,
FP_2016_ID_01_KOO_091,Kapoposang 1,open,19,9,1,10,,,,,,,,,,,
FP_2016_ID_01_KOO_074,Kapoposang 1,open,19.2,9,0.4545,9,,,,,,,,,,,
FP_2016_ID_01_KOO_062,Kapoposang 1,open,19.6,9,1,0,,,,,,,,,,,
FP_2016_ID_01_KOO_053,Kapoposang 1,open,20,9,2,49,,,,,,,,,,,
FP_2016_ID_01_KOO_065,Kapoposang 1,open,20.4,10,2.375,56,,,,,,,,,,,
FP_2016_ID_01_KOO_088,Kapoposang 1,open,21.4,9,0.1333,0,,,,,,,,,,,
FP_2016_ID_01_KOO_075,Kapoposang 1,open,21.7,9,2,19,,,,,,,,,,,
FP_2016_ID_01_KOO_087,Kapoposang 1,open,22.2,5,0,0,,,,,,,,,,,
FP_2016_ID_01_KOO_072,Kapoposang 1,open,22.4,10,2.7333,80,,,,,,,,,,,
FP_2016_ID_01_KOO_092,Kapoposang 1,open,22.6,9,2.2353,40,,,,,,,,,,,
FP_2016_ID_01_KOO_042,Kapoposang 1,open,23.1,9,0.9231,18,,,,,,,,,,,
FP_2016_ID_01_KOO_089,Kapoposang 1,open,23.3,7,0.9,10,,,,,,,,,,,
FP_2016_ID_01_KOO_073,Kapoposang 1,open,24.6,9,1,16,,,,,,,,,,,
FP_2016_ID_01_KOO_054,Kapoposang 1,open,26.1,10,1,99,,,,,,,,,,,
FP_2016_ID_01_KOO_095,Kapoposang 1,open,28.5,10,1,9,,,,,,,,,,,
FP_2016_ID_01_KOO_051,Kapoposang 1,open,30.1,7,0,0,,,,,,,,,,,
FP_2016_ID_01_KOO_096,Kapoposang 1,open,30.5,7,0.2,0,,,,,,,,,,,
FP_2016_ID_01_KOO_037,Kapoposang 1,open,30.9,10,0.7143,21,,,,,,,,,,,
FP_2016_ID_01_KOO_047,Kapoposang 1,open,33.2,7,NA,NA,,,,,,,,,,,
FP_2016_ID_01_KOO_090,Kapoposang 1,open,35.9,7,2.3077,54,,,,,,,,,,,
FP_2016_ID_01_KOPA_007,Kapoposang 2,closed,5.2,10,1.75,33,,,,,,,,,,,
FP_2016_ID_01_KOPA_008,Kapoposang 2,closed,6.5,10,2,99,,,,,,,,,,,
FP_2016_ID_01_KOPA_009,Kapoposang 2,closed,9.2,10,2.0667,71,,,,,,,,,,,
FP_2016_ID_01_KOPA_012,Kapoposang 2,closed,9.8,10,3,100,,,,,,,,,,,
FP_2016_ID_01_KOPA_013,Kapoposang 2,closed,11.6,10,2,58,,,,,,,,,,,
FP_2016_ID_01_KOPA_010,Kapoposang 2,closed,19.4,10,2,100,,,,,,,,,,,
FP_2016_ID_01_KOPA_011,Kapoposang 2,closed,19.9,10,2,47,,,,,,,,,,,
FP_2016_ID_01_KOO_025,Kapoposang 2,open,3,9,2,56,,,,,,,,,,,
FP_2016_ID_01_KOO_023,Kapoposang 2,open,4,9,2.4118,50,,,,,,,,,,,
FP_2016_ID_01_KOO_139,Kapoposang 2,open,4,7,2,0,,,,,,,,,,,
FP_2016_ID_01_KOO_024,Kapoposang 2,open,4.1,7,3,75,,,,,,,,,,,
FP_2016_ID_01_KOO_020,Kapoposang 2,open,4.2,7,1.3636,10,,,,,,,,,,,
FP_2016_ID_01_KOO_012,Kapoposang 2,open,4.9,9,1.6154,22,,,,,,,,,,,
FP_2016_ID_01_KOO_017,Kapoposang 2,open,4.9,10,2.0667,53,,,,,,,,,,,
FP_2016_ID_01_KOO_019,Kapoposang 2,open,4.9,9,1.6667,6,,,,,,,,,,,
FP_2016_ID_01_KOO_021,Kapoposang 2,open,5.3,10,2,0,,,,,,,,,,,
FP_2016_ID_01_KOO_015,Kapoposang 2,open,6.7,10,2.4667,20,,,,,,,,,,,
FP_2016_ID_01_KOO_028,Kapoposang 2,open,6.9,9,1.4,40,,,,,,,,,,,
FP_2016_ID_01_KOO_177,Kapoposang 2,open,6.9,NA,NA,NA,,,,,,,,,,,
FP_2016_ID_01_KOO_016,Kapoposang 2,open,7.5,10,2.5455,90,,,,,,,,,,,
FP_2016_ID_01_KOO_026,Kapoposang 2,open,7.8,10,2,100,,,,,,,,,,,
FP_2016_ID_01_KOO_002,Kapoposang 2,open,7.9,10,2.2222,62,,,,,,,,,,,
FP_2016_ID_01_KOO_159,Kapoposang 2,open,8.1,9,1.0714,35,,,,,,,,,,,
FP_2016_ID_01_KOO_102,Kapoposang 2,open,8.3,10,2.2,20,,,,,,,,,,,
FP_2016_ID_01_KOO_125,Kapoposang 2,open,8.3,10,1.8571,71,,,,,,,,,,,
FP_2016_ID_01_KOO_155,Kapoposang 2,open,8.3,7,0.3636,9,,,,,,,,,,,
FP_2016_ID_01_KOO_122,Kapoposang 2,open,8.4,10,2,100,,,,,,,,,,,
FP_2016_ID_01_KOO_128,Kapoposang 2,open,8.4,NA,NA,NA,,,,,,,,,,,
FP_2016_ID_01_KOO_124,Kapoposang 2,open,8.7,10,2.7273,100,,,,,,,,,,,
FP_2016_ID_01_KOO_013,Kapoposang 2,open,9.1,9,1.3077,23,,,,,,,,,,,
FP_2016_ID_01_KOO_126,Kapoposang 2,open,9.1,9,2.1667,88,,,,,,,,,,,
FP_2016_ID_01_KOO_175,Kapoposang 2,open,9.2,7,2.15,50,,,,,,,,,,,
FP_2016_ID_01_KOO_106,Kapoposang 2,open,9.5,7,1.6667,42,,,,,,,,,,,
FP_2016_ID_01_KOO_008,Kapoposang 2,open,9.6,7,1.95,55,,,,,,,,,,,
FP_2016_ID_01_KOO_010,Kapoposang 2,open,9.6,9,2.8333,45,,,,,,,,,,,
FP_2016_ID_01_KOO_035,Kapoposang 2,open,9.7,9,0.4,0,,,,,,,,,,,
FP_2016_ID_01_KOO_117,Kapoposang 2,open,9.9,7,0.9,0,,,,,,,,,,,
FP_2016_ID_01_KOO_129,Kapoposang 2,open,10.3,10,0.5,0,,,,,,,,,,,
FP_2016_ID_01_KOO_004,Kapoposang 2,open,11.3,9,2.3636,20,,,,,,,,,,,
FP_2016_ID_01_KOO_127,Kapoposang 2,open,11.3,10,1.3333,25,,,,,,,,,,,
FP_2016_ID_01_KOO_130,Kapoposang 2,open,11.3,5,0.1,20,,,,,,,,,,,
FP_2016_ID_01_KOO_009,Kapoposang 2,open,11.5,9,2,61,,,,,,,,,,,
FP_2016_ID_01_KOO_030,Kapoposang 2,open,11.7,7,0.6923,16,,,,,,,,,,,
FP_2016_ID_01_KOO_107,Kapoposang 2,open,11.7,10,2.5455,99,,,,,,,,,,,
FP_2016_ID_01_KOO_103,Kapoposang 2,open,11.8,9,2,100,,,,,,,,,,,
FP_2016_ID_01_KOO_134,Kapoposang 2,open,11.9,5,1.2308,41,,,,,,,,,,,
FP_2016_ID_01_KOO_145,Kapoposang 2,open,12,10,0,0,,,,,,,,,,,
FP_2016_ID_01_KOO_166,Kapoposang 2,open,12,9,0.5333,0,,,,,,,,,,,
FP_2016_ID_01_KOO_167,Kapoposang 2,open,12.1,NA,NA,NA,,,,,,,,,,,
FP_2016_ID_01_KOO_140,Kapoposang 2,open,12.2,9,0.5,10,,,,,,,,,,,
FP_2016_ID_01_KOO_007,Kapoposang 2,open,12.3,10,1.9412,46,,,,,,,,,,,
FP_2016_ID_01_KOO_097,Kapoposang 2,open,12.3,7,2.2667,0,,,,,,,,,,,
FP_2016_ID_01_KOO_141,Kapoposang 2,open,12.4,7,1.1333,32,,,,,,,,,,,
FP_2016_ID_01_KOO_113,Kapoposang 2,open,12.5,7,1.6,18,,,,,,,,,,,
FP_2016_ID_01_KOO_147,Kapoposang 2,open,13.4,NA,NA,NA,,,,,,,,,,,
FP_2016_ID_01_KOO_181,Kapoposang 2,open,13.5,9,2.0667,33,,,,,,,,,,,
FP_2016_ID_01_KOO_003,Kapoposang 2,open,13.7,10,2,90,,,,,,,,,,,
FP_2016_ID_01_KOO_150,Kapoposang 2,open,13.7,7,2.1875,86,,,,,,,,,,,
FP_2016_ID_01_KOO_168,Kapoposang 2,open,13.7,7,1.7857,64,,,,,,,,,,,
FP_2016_ID_01_KOO_108,Kapoposang 2,open,13.8,10,1.6667,59,,,,,,,,,,,
FP_2016_ID_01_KOO_131,Kapoposang 2,open,14,7,2.3333,99,,,,,,,,,,,
FP_2016_ID_01_KOO_158,Kapoposang 2,open,14.1,7,2.6667,100,,,,,,,,,,,
FP_2016_ID_01_KOO_006,Kapoposang 2,open,14.2,9,1.4375,18,,,,,,,,,,,
FP_2016_ID_01_KOO_027,Kapoposang 2,open,14.2,7,1.2727,40,,,,,,,,,,,
FP_2016_ID_01_KOO_160,Kapoposang 2,open,14.2,9,1.8182,50,,,,,,,,,,,
FP_2016_ID_01_KOO_156,Kapoposang 2,open,14.3,9,1.5833,50,,,,,,,,,,,
